Job ID,Job Title,Company,Salary Range,Required Experience,Remote,Description Length,Has Company Logo,Fraud Score,Fraudulent
2328,Intern,ABC Ltd,10-15 LPA,2,Yes,513,Yes,0,No
2329,Work from Home,XYZ Corp,6-10 LPA,1,Yes,660,Yes,0,No
2330,Work from Home,TechSoft,15-20 LPA,7,Yes,132,No,2,No
2331,HR Executive,ABC Ltd,6-10 LPA,5,No,302,No,1,No
2332,Intern,NextGen,10-15 LPA,3,Yes,200,Yes,0,No
2333,Work from Home,Global Solutions,6-10 LPA,2,Yes,483,No,1,No
2334,Marketing Manager,NextGen,20+ LPA,3,No,535,No,2,No
2335,Work from Home,BrightFuture,20+ LPA,5,No,712,No,2,No
2336,Marketing Manager,NextGen,4-6 LPA,7,No,70,Yes,1,No
2337,Business Analyst,Global Solutions,15-20 LPA,7,Yes,123,No,2,No
2338,HR Executive,Global Solutions,20+ LPA,3,No,646,Yes,1,No
2339,Business Analyst,Innova,4-6 LPA,7,No,103,Yes,0,No
2340,Work from Home,NextGen,2-4 LPA,5,Yes,463,Yes,0,No
2341,Intern,TechSoft,20+ LPA,2,No,36,Yes,2,No
2342,Work from Home,NextGen,2-4 LPA,7,No,185,Yes,0,No
2343,Marketing Manager,XYZ Corp,4-6 LPA,1,No,450,Yes,0,No
2344,Software Engineer,Innova,4-6 LPA,2,Yes,513,No,1,No
2345,Intern,Innova,10-15 LPA,5,No,785,No,1,No
2346,Software Engineer,XYZ Corp,15-20 LPA,1,Yes,764,Yes,1,No
2347,Business Analyst,Innova,10-15 LPA,2,Yes,713,No,1,No
2348,Data Analyst,ABC Ltd,2-4 LPA,7,No,57,Yes,1,No
2349,Software Engineer,XYZ Corp,2-4 LPA,1,No,128,No,1,No
2350,Marketing Manager,Global Solutions,15-20 LPA,1,Yes,639,No,2,No
2351,Software Engineer,XYZ Corp,20+ LPA,3,No,672,Yes,1,No
2352,Marketing Manager,Global Solutions,2-4 LPA,7,Yes,444,Yes,0,No
2353,Business Analyst,ABC Ltd,15-20 LPA,1,Yes,380,No,2,No
2354,HR Executive,ABC Ltd,15-20 LPA,5,No,446,Yes,1,No
2355,Business Analyst,Global Solutions,4-6 LPA,3,Yes,60,Yes,1,No
2356,Data Analyst,NextGen,4-6 LPA,7,No,360,No,1,No
2357,Intern,ABC Ltd,2-4 LPA,5,Yes,538,Yes,0,No
2358,Software Engineer,ABC Ltd,10-15 LPA,3,Yes,447,No,1,No
2359,Work from Home,XYZ Corp,2-4 LPA,2,No,579,No,1,No
2360,Intern,NextGen,20+ LPA,5,Yes,498,Yes,1,No
2361,Work from Home,ABC Ltd,20+ LPA,3,No,781,Yes,1,No
2362,Marketing Manager,TechSoft,15-20 LPA,0,No,132,Yes,2,No
2363,Software Engineer,Global Solutions,15-20 LPA,7,Yes,368,No,2,No
2364,Data Analyst,TechSoft,20+ LPA,2,No,627,No,2,No
2365,Software Engineer,Innova,2-4 LPA,3,No,266,No,1,No
2366,HR Executive,BrightFuture,2-4 LPA,3,Yes,164,Yes,0,No
2367,Marketing Manager,Global Solutions,2-4 LPA,3,Yes,752,No,1,No
2368,Work from Home,ABC Ltd,6-10 LPA,7,No,774,No,1,No
2369,HR Executive,NextGen,4-6 LPA,0,Yes,533,No,2,No
2370,Data Analyst,Global Solutions,6-10 LPA,7,Yes,460,No,1,No
2371,HR Executive,ABC Ltd,6-10 LPA,0,No,68,Yes,2,No
2372,Software Engineer,Innova,10-15 LPA,2,Yes,413,Yes,0,No
2373,Business Analyst,XYZ Corp,6-10 LPA,5,No,450,No,1,No
2374,Marketing Manager,ABC Ltd,6-10 LPA,7,Yes,187,No,1,No
2375,Intern,ABC Ltd,15-20 LPA,7,Yes,196,Yes,1,No
2376,Intern,ABC Ltd,20+ LPA,3,No,457,No,2,No
2377,Software Engineer,TechSoft,10-15 LPA,5,Yes,387,Yes,0,No
2378,Intern,ABC Ltd,4-6 LPA,3,No,228,No,1,No
2379,Business Analyst,NextGen,2-4 LPA,5,Yes,548,No,1,No
2380,Data Analyst,TechSoft,2-4 LPA,2,No,404,Yes,0,No
2381,Data Analyst,NextGen,4-6 LPA,5,Yes,52,No,2,No
2382,Work from Home,TechSoft,15-20 LPA,3,Yes,89,No,3,Yes
2383,HR Executive,NextGen,4-6 LPA,0,Yes,137,Yes,1,No
2384,Intern,Innova,15-20 LPA,7,No,367,Yes,1,No
2385,Intern,BrightFuture,6-10 LPA,0,No,389,Yes,1,No
2386,Marketing Manager,TechSoft,15-20 LPA,1,Yes,364,No,2,No
2387,Marketing Manager,Innova,15-20 LPA,1,Yes,618,Yes,1,No
2388,Data Analyst,TechSoft,15-20 LPA,2,Yes,253,Yes,1,No
2389,HR Executive,TechSoft,2-4 LPA,1,No,211,Yes,0,No
2390,Software Engineer,ABC Ltd,20+ LPA,3,No,715,No,2,No
2391,Marketing Manager,TechSoft,15-20 LPA,1,Yes,560,No,2,No
2392,Intern,Innova,6-10 LPA,3,Yes,180,Yes,0,No
2393,Marketing Manager,ABC Ltd,15-20 LPA,7,Yes,115,Yes,1,No
2394,Data Analyst,ABC Ltd,4-6 LPA,5,Yes,27,No,2,No
2395,Software Engineer,Global Solutions,4-6 LPA,7,No,307,No,1,No
2396,Software Engineer,BrightFuture,4-6 LPA,5,Yes,769,No,1,No
2397,Work from Home,Global Solutions,6-10 LPA,5,No,103,No,1,No
2398,Software Engineer,Global Solutions,20+ LPA,0,No,394,No,3,Yes
2399,Data Analyst,Global Solutions,2-4 LPA,5,Yes,432,No,1,No
2400,Business Analyst,ABC Ltd,10-15 LPA,0,No,660,No,2,No
2401,HR Executive,Innova,6-10 LPA,7,No,490,Yes,0,No
2402,HR Executive,Innova,20+ LPA,3,Yes,21,Yes,2,No
2403,Intern,NextGen,6-10 LPA,0,No,736,No,2,No
2404,Business Analyst,Innova,2-4 LPA,5,Yes,754,No,1,No
2405,Business Analyst,Innova,2-4 LPA,2,No,590,No,1,No
2406,Marketing Manager,ABC Ltd,2-4 LPA,3,Yes,76,Yes,1,No
2407,HR Executive,BrightFuture,20+ LPA,3,No,652,Yes,1,No
2408,Work from Home,ABC Ltd,4-6 LPA,0,Yes,610,No,2,No
2409,Business Analyst,ABC Ltd,20+ LPA,2,No,735,Yes,1,No
2410,Work from Home,XYZ Corp,20+ LPA,1,No,732,Yes,1,No
2411,Intern,NextGen,4-6 LPA,2,Yes,357,Yes,0,No
2412,Software Engineer,NextGen,2-4 LPA,0,No,778,No,2,No
2413,Intern,Global Solutions,2-4 LPA,0,No,283,Yes,1,No
2414,HR Executive,BrightFuture,15-20 LPA,3,Yes,619,No,2,No
2415,Marketing Manager,XYZ Corp,2-4 LPA,7,Yes,368,No,1,No
2416,Intern,TechSoft,20+ LPA,7,No,90,No,3,Yes
2417,Marketing Manager,Innova,2-4 LPA,5,Yes,690,No,1,No
2418,Work from Home,BrightFuture,15-20 LPA,3,Yes,393,Yes,1,No
2419,Business Analyst,Global Solutions,20+ LPA,2,No,389,No,2,No
2420,Work from Home,TechSoft,6-10 LPA,5,No,582,No,1,No
2421,Marketing Manager,XYZ Corp,20+ LPA,5,No,61,No,3,Yes
2422,Work from Home,Global Solutions,20+ LPA,7,No,369,Yes,1,No
2423,Work from Home,TechSoft,4-6 LPA,1,No,614,Yes,0,No
2424,Marketing Manager,ABC Ltd,2-4 LPA,7,No,129,Yes,0,No
2425,HR Executive,Global Solutions,2-4 LPA,1,Yes,143,No,1,No
2426,Software Engineer,Innova,4-6 LPA,2,Yes,250,No,1,No
2427,Software Engineer,NextGen,2-4 LPA,7,No,446,Yes,0,No
2428,Business Analyst,Innova,2-4 LPA,2,Yes,374,No,1,No
2429,Software Engineer,NextGen,10-15 LPA,2,Yes,483,No,1,No
2430,Business Analyst,NextGen,4-6 LPA,1,No,377,Yes,0,No
2431,Intern,ABC Ltd,20+ LPA,2,Yes,598,Yes,1,No
2432,Work from Home,BrightFuture,2-4 LPA,7,No,615,Yes,0,No
2433,Work from Home,TechSoft,6-10 LPA,3,Yes,655,Yes,0,No
2434,Software Engineer,XYZ Corp,4-6 LPA,2,No,254,No,1,No
2435,Software Engineer,NextGen,10-15 LPA,7,Yes,415,No,1,No
2436,HR Executive,NextGen,20+ LPA,7,Yes,447,Yes,1,No
2437,Intern,Global Solutions,10-15 LPA,2,Yes,740,No,1,No
2438,Software Engineer,BrightFuture,4-6 LPA,1,No,559,No,1,No
2439,Business Analyst,Innova,10-15 LPA,5,Yes,551,No,1,No
2440,Intern,BrightFuture,6-10 LPA,5,No,798,Yes,0,No
2441,Intern,TechSoft,20+ LPA,0,Yes,287,Yes,2,No
2442,Business Analyst,XYZ Corp,2-4 LPA,5,Yes,53,No,2,No
2443,Intern,Innova,15-20 LPA,5,Yes,667,Yes,1,No
2444,Marketing Manager,ABC Ltd,6-10 LPA,7,Yes,513,No,1,No
2445,HR Executive,ABC Ltd,4-6 LPA,5,No,264,No,1,No
2446,Data Analyst,ABC Ltd,10-15 LPA,5,Yes,679,Yes,0,No
2447,Software Engineer,ABC Ltd,2-4 LPA,2,No,297,No,1,No
2448,Marketing Manager,XYZ Corp,20+ LPA,0,No,232,No,3,Yes
2449,Software Engineer,XYZ Corp,20+ LPA,5,Yes,443,No,2,No
2450,Data Analyst,BrightFuture,20+ LPA,1,Yes,233,No,2,No
2451,Work from Home,XYZ Corp,6-10 LPA,1,No,237,Yes,0,No
2452,Software Engineer,NextGen,2-4 LPA,1,Yes,194,Yes,0,No
2453,Marketing Manager,XYZ Corp,2-4 LPA,5,No,468,Yes,0,No
2454,Data Analyst,Innova,15-20 LPA,3,Yes,302,Yes,1,No
2455,Software Engineer,BrightFuture,10-15 LPA,2,Yes,74,No,2,No
2456,Intern,TechSoft,6-10 LPA,7,Yes,745,No,1,No
2457,Software Engineer,ABC Ltd,6-10 LPA,1,No,110,Yes,0,No
2458,Intern,Global Solutions,2-4 LPA,7,No,368,No,1,No
2459,Business Analyst,Global Solutions,20+ LPA,5,No,474,No,2,No
2460,Intern,Global Solutions,4-6 LPA,3,No,687,Yes,0,No
2461,Marketing Manager,XYZ Corp,15-20 LPA,3,Yes,293,Yes,1,No
2462,Marketing Manager,NextGen,15-20 LPA,5,No,447,No,2,No
2463,Data Analyst,TechSoft,4-6 LPA,7,Yes,679,Yes,0,No
2464,Intern,BrightFuture,6-10 LPA,2,No,482,Yes,0,No
2465,HR Executive,Global Solutions,10-15 LPA,7,No,642,Yes,0,No
2466,HR Executive,TechSoft,2-4 LPA,3,Yes,643,Yes,0,No
2467,Work from Home,NextGen,2-4 LPA,5,No,83,Yes,1,No
2468,Business Analyst,Global Solutions,2-4 LPA,1,Yes,25,No,2,No
2469,Data Analyst,Global Solutions,4-6 LPA,7,Yes,293,No,1,No
2470,Software Engineer,Global Solutions,2-4 LPA,1,No,231,Yes,0,No
2471,Marketing Manager,Global Solutions,15-20 LPA,3,Yes,241,Yes,1,No
2472,Business Analyst,ABC Ltd,4-6 LPA,1,No,792,Yes,0,No
2473,Work from Home,BrightFuture,20+ LPA,3,No,505,Yes,1,No
2474,HR Executive,ABC Ltd,20+ LPA,3,Yes,39,No,3,Yes
2475,Work from Home,XYZ Corp,20+ LPA,1,Yes,23,Yes,2,No
2476,Data Analyst,ABC Ltd,2-4 LPA,5,Yes,776,Yes,0,No
2477,HR Executive,XYZ Corp,2-4 LPA,1,Yes,663,No,1,No
2478,Data Analyst,XYZ Corp,10-15 LPA,2,Yes,144,No,1,No
2479,Business Analyst,BrightFuture,15-20 LPA,5,No,288,Yes,1,No
2480,Intern,NextGen,6-10 LPA,0,No,515,No,2,No
2481,HR Executive,ABC Ltd,6-10 LPA,0,No,51,No,3,Yes
2482,Work from Home,ABC Ltd,4-6 LPA,0,No,540,No,2,No
2483,Business Analyst,NextGen,10-15 LPA,0,No,316,No,2,No
2484,Marketing Manager,NextGen,15-20 LPA,5,Yes,209,Yes,1,No
2485,Business Analyst,ABC Ltd,15-20 LPA,1,No,668,Yes,1,No
2486,Business Analyst,BrightFuture,4-6 LPA,0,No,110,Yes,1,No
2487,Intern,NextGen,15-20 LPA,2,No,170,Yes,1,No
2488,HR Executive,Global Solutions,2-4 LPA,2,Yes,117,No,1,No
2489,Intern,ABC Ltd,20+ LPA,5,Yes,511,No,2,No
2490,Software Engineer,BrightFuture,15-20 LPA,2,Yes,452,No,2,No
2491,Data Analyst,Global Solutions,20+ LPA,3,Yes,369,No,2,No
2492,Software Engineer,TechSoft,10-15 LPA,5,No,519,Yes,0,No
2493,HR Executive,TechSoft,2-4 LPA,0,No,56,Yes,2,No
2494,HR Executive,XYZ Corp,6-10 LPA,1,No,465,No,1,No
2495,Software Engineer,Innova,6-10 LPA,2,No,404,No,1,No
2496,Work from Home,Innova,6-10 LPA,3,Yes,303,Yes,0,No
2497,Data Analyst,ABC Ltd,15-20 LPA,0,No,739,Yes,2,No
2498,Business Analyst,TechSoft,6-10 LPA,5,Yes,153,No,1,No
2499,Marketing Manager,TechSoft,4-6 LPA,7,Yes,142,No,1,No
2500,Business Analyst,NextGen,4-6 LPA,3,No,139,No,1,No
2501,Marketing Manager,ABC Ltd,6-10 LPA,7,No,664,No,1,No
2502,HR Executive,NextGen,20+ LPA,3,No,131,Yes,1,No
2503,Marketing Manager,ABC Ltd,2-4 LPA,0,No,759,Yes,1,No
2504,HR Executive,ABC Ltd,2-4 LPA,5,Yes,734,Yes,0,No
2505,Software Engineer,Global Solutions,20+ LPA,2,No,412,No,2,No
2506,Marketing Manager,Global Solutions,2-4 LPA,7,Yes,419,No,1,No
2507,Data Analyst,TechSoft,20+ LPA,7,No,747,No,2,No
2508,Data Analyst,XYZ Corp,6-10 LPA,5,Yes,776,Yes,0,No
2509,HR Executive,ABC Ltd,6-10 LPA,5,No,622,Yes,0,No
2510,HR Executive,BrightFuture,4-6 LPA,2,No,558,Yes,0,No
2511,HR Executive,XYZ Corp,20+ LPA,1,No,118,Yes,1,No
2512,Work from Home,XYZ Corp,6-10 LPA,3,No,62,Yes,1,No
2513,Intern,BrightFuture,10-15 LPA,3,Yes,531,No,1,No
2514,Data Analyst,Innova,6-10 LPA,5,No,507,Yes,0,No
2515,Intern,XYZ Corp,20+ LPA,7,No,312,No,2,No
2516,Work from Home,BrightFuture,10-15 LPA,7,Yes,665,Yes,0,No
2517,Work from Home,Global Solutions,4-6 LPA,5,No,487,Yes,0,No
2518,Intern,TechSoft,10-15 LPA,1,No,385,Yes,0,No
2519,Business Analyst,Global Solutions,6-10 LPA,3,No,493,No,1,No
2520,Work from Home,NextGen,2-4 LPA,7,No,730,No,1,No
2521,Business Analyst,NextGen,6-10 LPA,5,No,100,No,1,No
2522,Data Analyst,TechSoft,10-15 LPA,7,No,464,Yes,0,No
2523,Software Engineer,TechSoft,20+ LPA,2,Yes,291,Yes,1,No
2524,Work from Home,Global Solutions,15-20 LPA,0,No,355,Yes,2,No
2525,HR Executive,Innova,15-20 LPA,5,Yes,550,Yes,1,No
2526,Work from Home,Innova,15-20 LPA,0,No,90,Yes,3,Yes
2527,Intern,NextGen,4-6 LPA,1,Yes,106,Yes,0,No
2528,HR Executive,Global Solutions,15-20 LPA,7,No,428,No,2,No
2529,Software Engineer,Innova,6-10 LPA,0,Yes,57,Yes,2,No
2530,Marketing Manager,Innova,20+ LPA,7,No,771,No,2,No
2531,HR Executive,XYZ Corp,4-6 LPA,0,No,153,Yes,1,No
2532,HR Executive,NextGen,20+ LPA,0,No,179,No,3,Yes
2533,HR Executive,Innova,4-6 LPA,2,Yes,694,Yes,0,No
2534,Marketing Manager,Global Solutions,20+ LPA,3,No,89,No,3,Yes
2535,Work from Home,Innova,6-10 LPA,7,No,447,Yes,0,No
2536,Marketing Manager,ABC Ltd,6-10 LPA,0,No,594,No,2,No
2537,Data Analyst,BrightFuture,2-4 LPA,1,Yes,337,Yes,0,No
2538,Data Analyst,NextGen,2-4 LPA,1,Yes,497,Yes,0,No
2539,Software Engineer,BrightFuture,6-10 LPA,1,No,644,No,1,No
2540,Data Analyst,NextGen,6-10 LPA,7,No,709,Yes,0,No
2541,HR Executive,TechSoft,10-15 LPA,1,No,349,Yes,0,No
2542,Work from Home,ABC Ltd,10-15 LPA,3,Yes,272,No,1,No
2543,Business Analyst,Global Solutions,4-6 LPA,5,No,257,Yes,0,No
2544,Data Analyst,BrightFuture,10-15 LPA,0,No,371,Yes,1,No
2545,Business Analyst,TechSoft,6-10 LPA,0,No,511,Yes,1,No
2546,HR Executive,ABC Ltd,6-10 LPA,7,Yes,748,Yes,0,No
2547,Intern,BrightFuture,15-20 LPA,3,Yes,232,Yes,1,No
2548,Business Analyst,XYZ Corp,2-4 LPA,1,Yes,563,Yes,0,No
2549,Work from Home,ABC Ltd,4-6 LPA,7,Yes,288,Yes,0,No
2550,Intern,NextGen,15-20 LPA,3,Yes,757,Yes,1,No
2551,Business Analyst,BrightFuture,6-10 LPA,0,Yes,64,No,3,Yes
2552,Data Analyst,Innova,20+ LPA,0,Yes,152,Yes,2,No
2553,Software Engineer,Global Solutions,6-10 LPA,0,No,480,Yes,1,No
2554,Work from Home,Innova,6-10 LPA,7,Yes,769,Yes,0,No
2555,Intern,BrightFuture,20+ LPA,1,No,669,Yes,1,No
2556,HR Executive,XYZ Corp,2-4 LPA,7,No,406,Yes,0,No
2557,Data Analyst,Innova,4-6 LPA,5,No,189,Yes,0,No
2558,Intern,TechSoft,20+ LPA,2,Yes,797,Yes,1,No
2559,Business Analyst,BrightFuture,15-20 LPA,0,No,441,No,3,Yes
2560,Marketing Manager,Innova,15-20 LPA,7,Yes,211,Yes,1,No
2561,Marketing Manager,Innova,2-4 LPA,1,No,228,Yes,0,No
2562,Marketing Manager,Innova,20+ LPA,0,Yes,616,No,3,Yes
2563,Intern,TechSoft,2-4 LPA,3,No,346,No,1,No
2564,Intern,ABC Ltd,2-4 LPA,1,No,352,Yes,0,No
2565,HR Executive,ABC Ltd,2-4 LPA,3,Yes,116,No,1,No
2566,Data Analyst,BrightFuture,6-10 LPA,3,Yes,257,Yes,0,No
2567,Work from Home,XYZ Corp,20+ LPA,5,Yes,540,No,2,No
2568,Marketing Manager,Global Solutions,2-4 LPA,7,No,477,Yes,0,No
2569,Business Analyst,NextGen,4-6 LPA,3,No,491,Yes,0,No
2570,Software Engineer,Innova,6-10 LPA,1,Yes,546,Yes,0,No
2571,Intern,ABC Ltd,2-4 LPA,1,Yes,230,Yes,0,No
2572,Business Analyst,NextGen,20+ LPA,5,No,412,No,2,No
2573,Data Analyst,BrightFuture,15-20 LPA,7,Yes,53,Yes,2,No
2574,Intern,XYZ Corp,15-20 LPA,1,No,665,Yes,1,No
2575,Marketing Manager,Global Solutions,15-20 LPA,7,Yes,124,Yes,1,No
2576,Marketing Manager,NextGen,20+ LPA,1,Yes,190,Yes,1,No
2577,Data Analyst,Innova,6-10 LPA,5,No,365,Yes,0,No
2578,HR Executive,Innova,2-4 LPA,3,No,442,No,1,No
2579,Marketing Manager,TechSoft,20+ LPA,5,Yes,219,No,2,No
2580,Intern,Global Solutions,15-20 LPA,5,No,438,No,2,No
2581,Work from Home,Innova,4-6 LPA,5,Yes,525,Yes,0,No
2582,Work from Home,NextGen,20+ LPA,0,No,280,No,3,Yes
2583,Software Engineer,Innova,15-20 LPA,7,Yes,762,No,2,No
2584,Marketing Manager,Innova,4-6 LPA,2,Yes,383,No,1,No
2585,Marketing Manager,TechSoft,2-4 LPA,2,No,477,Yes,0,No
2586,Intern,Innova,15-20 LPA,3,Yes,169,Yes,1,No
2587,Marketing Manager,TechSoft,4-6 LPA,3,No,255,No,1,No
2588,Data Analyst,Innova,2-4 LPA,0,Yes,50,Yes,2,No
2589,Work from Home,ABC Ltd,6-10 LPA,1,Yes,603,Yes,0,No
2590,Marketing Manager,NextGen,15-20 LPA,0,No,374,No,3,Yes
2591,Marketing Manager,XYZ Corp,2-4 LPA,3,No,331,No,1,No
2592,Intern,Innova,4-6 LPA,2,Yes,781,Yes,0,No
2593,Marketing Manager,TechSoft,6-10 LPA,1,No,571,Yes,0,No
2594,Work from Home,BrightFuture,15-20 LPA,1,No,194,No,2,No
2595,Software Engineer,NextGen,4-6 LPA,7,Yes,174,No,1,No
2596,Business Analyst,Innova,6-10 LPA,2,Yes,390,Yes,0,No
2597,Intern,Innova,6-10 LPA,7,No,743,No,1,No
2598,Marketing Manager,Global Solutions,2-4 LPA,3,No,556,No,1,No
2599,Marketing Manager,BrightFuture,10-15 LPA,1,Yes,450,Yes,0,No
2600,Intern,Global Solutions,10-15 LPA,1,Yes,787,Yes,0,No
2601,Business Analyst,NextGen,15-20 LPA,7,No,407,Yes,1,No
2602,Data Analyst,TechSoft,4-6 LPA,0,No,474,Yes,1,No
2603,Marketing Manager,Innova,15-20 LPA,5,No,729,Yes,1,No
2604,Business Analyst,XYZ Corp,10-15 LPA,2,Yes,399,Yes,0,No
2605,HR Executive,NextGen,20+ LPA,1,No,513,No,2,No
2606,Intern,BrightFuture,15-20 LPA,2,Yes,574,No,2,No
2607,Work from Home,Innova,6-10 LPA,7,Yes,798,No,1,No
2608,HR Executive,Innova,6-10 LPA,2,No,751,No,1,No
2609,Work from Home,NextGen,15-20 LPA,1,No,557,No,2,No
2610,Marketing Manager,TechSoft,10-15 LPA,3,Yes,128,Yes,0,No
2611,Business Analyst,BrightFuture,2-4 LPA,5,Yes,246,No,1,No
2612,Intern,XYZ Corp,2-4 LPA,3,No,709,No,1,No
2613,Business Analyst,TechSoft,10-15 LPA,1,No,63,Yes,1,No
2614,Data Analyst,NextGen,6-10 LPA,3,No,79,Yes,1,No
2615,Work from Home,BrightFuture,15-20 LPA,5,No,464,Yes,1,No
2616,Software Engineer,BrightFuture,10-15 LPA,0,No,541,No,2,No
2617,Marketing Manager,ABC Ltd,4-6 LPA,0,Yes,594,Yes,1,No
2618,Intern,Global Solutions,6-10 LPA,3,No,411,No,1,No
2619,Marketing Manager,XYZ Corp,20+ LPA,3,Yes,604,Yes,1,No
2620,Software Engineer,Global Solutions,6-10 LPA,3,No,773,No,1,No
2621,Data Analyst,TechSoft,4-6 LPA,5,Yes,516,No,1,No
2622,Software Engineer,TechSoft,15-20 LPA,5,No,183,No,2,No
2623,Work from Home,Global Solutions,6-10 LPA,5,No,179,No,1,No
2624,Software Engineer,TechSoft,6-10 LPA,5,Yes,135,Yes,0,No
2625,Work from Home,NextGen,6-10 LPA,1,Yes,239,No,1,No
2626,Business Analyst,ABC Ltd,10-15 LPA,5,No,78,No,2,No
2627,Data Analyst,XYZ Corp,15-20 LPA,3,Yes,75,No,3,Yes
2628,Data Analyst,ABC Ltd,20+ LPA,0,Yes,513,Yes,2,No
2629,Business Analyst,NextGen,20+ LPA,5,No,328,Yes,1,No
2630,HR Executive,ABC Ltd,2-4 LPA,0,Yes,328,No,2,No
2631,Software Engineer,TechSoft,2-4 LPA,2,No,613,Yes,0,No
2632,HR Executive,ABC Ltd,2-4 LPA,2,Yes,621,No,1,No
2633,Data Analyst,ABC Ltd,6-10 LPA,1,No,621,No,1,No
2634,Data Analyst,TechSoft,20+ LPA,5,No,93,Yes,2,No
2635,Software Engineer,Global Solutions,20+ LPA,3,No,183,Yes,1,No
2636,HR Executive,ABC Ltd,10-15 LPA,5,No,186,Yes,0,No
2637,HR Executive,NextGen,15-20 LPA,1,Yes,375,No,2,No
2638,Marketing Manager,XYZ Corp,20+ LPA,1,Yes,604,Yes,1,No
2639,Marketing Manager,Innova,4-6 LPA,7,Yes,455,No,1,No
2640,HR Executive,Innova,20+ LPA,7,Yes,346,No,2,No
2641,Work from Home,XYZ Corp,4-6 LPA,0,No,205,Yes,1,No
2642,Intern,BrightFuture,15-20 LPA,3,Yes,394,Yes,1,No
2643,Software Engineer,XYZ Corp,6-10 LPA,7,No,583,Yes,0,No
2644,Work from Home,Innova,4-6 LPA,2,No,312,No,1,No
2645,Intern,NextGen,20+ LPA,5,No,270,Yes,1,No
2646,Intern,Global Solutions,2-4 LPA,1,Yes,550,No,1,No
2647,Business Analyst,ABC Ltd,2-4 LPA,0,Yes,703,No,2,No
2648,Business Analyst,Global Solutions,15-20 LPA,2,No,371,Yes,1,No
2649,HR Executive,Global Solutions,15-20 LPA,5,Yes,371,Yes,1,No
2650,Data Analyst,Global Solutions,4-6 LPA,0,Yes,133,No,2,No
2651,Intern,BrightFuture,15-20 LPA,0,No,310,Yes,2,No
2652,Business Analyst,TechSoft,2-4 LPA,3,No,161,Yes,0,No
2653,Data Analyst,TechSoft,6-10 LPA,1,Yes,148,No,1,No
2654,Business Analyst,TechSoft,2-4 LPA,7,Yes,437,Yes,0,No
2655,Work from Home,NextGen,4-6 LPA,5,Yes,546,Yes,0,No
2656,Marketing Manager,ABC Ltd,20+ LPA,1,No,543,No,2,No
2657,Software Engineer,XYZ Corp,20+ LPA,3,Yes,739,Yes,1,No
2658,Work from Home,Innova,2-4 LPA,0,No,719,No,2,No
2659,Work from Home,NextGen,10-15 LPA,7,Yes,792,No,1,No
2660,Work from Home,ABC Ltd,15-20 LPA,5,Yes,444,No,2,No
2661,Marketing Manager,BrightFuture,2-4 LPA,0,Yes,448,Yes,1,No
2662,Business Analyst,TechSoft,20+ LPA,5,No,514,No,2,No
2663,Data Analyst,TechSoft,15-20 LPA,0,No,443,No,3,Yes
2664,Data Analyst,NextGen,15-20 LPA,2,Yes,785,Yes,1,No
2665,Software Engineer,NextGen,15-20 LPA,3,No,445,No,2,No
2666,Data Analyst,NextGen,4-6 LPA,3,No,647,Yes,0,No
2667,Data Analyst,TechSoft,20+ LPA,2,No,185,Yes,1,No
2668,Marketing Manager,TechSoft,4-6 LPA,7,No,334,Yes,0,No
2669,Software Engineer,ABC Ltd,10-15 LPA,5,Yes,473,Yes,0,No
2670,Software Engineer,Innova,2-4 LPA,5,Yes,698,Yes,0,No
2671,Intern,Innova,4-6 LPA,7,No,707,Yes,0,No
2672,Intern,TechSoft,10-15 LPA,2,Yes,134,No,1,No
2673,Software Engineer,NextGen,4-6 LPA,7,No,756,Yes,0,No
2674,Work from Home,XYZ Corp,6-10 LPA,5,Yes,242,Yes,0,No
2675,Business Analyst,Innova,20+ LPA,7,Yes,422,Yes,1,No
2676,HR Executive,XYZ Corp,10-15 LPA,1,Yes,344,Yes,0,No
2677,Software Engineer,ABC Ltd,4-6 LPA,0,Yes,597,Yes,1,No
2678,Software Engineer,ABC Ltd,15-20 LPA,1,No,773,No,2,No
2679,Intern,TechSoft,20+ LPA,3,No,579,Yes,1,No
2680,Data Analyst,Global Solutions,15-20 LPA,3,Yes,112,Yes,1,No
2681,Intern,ABC Ltd,2-4 LPA,2,Yes,788,Yes,0,No
2682,Data Analyst,NextGen,20+ LPA,0,No,320,Yes,2,No
2683,HR Executive,BrightFuture,4-6 LPA,3,No,418,Yes,0,No
2684,HR Executive,BrightFuture,6-10 LPA,7,Yes,309,Yes,0,No
2685,HR Executive,ABC Ltd,15-20 LPA,3,Yes,343,No,2,No
2686,Data Analyst,ABC Ltd,20+ LPA,3,Yes,413,Yes,1,No
2687,Data Analyst,TechSoft,15-20 LPA,3,No,692,No,2,No
2688,Business Analyst,NextGen,4-6 LPA,5,Yes,206,Yes,0,No
2689,Software Engineer,NextGen,10-15 LPA,5,Yes,536,No,1,No
2690,Work from Home,XYZ Corp,15-20 LPA,7,No,682,No,2,No
2691,Software Engineer,Global Solutions,6-10 LPA,5,Yes,655,Yes,0,No
2692,Work from Home,BrightFuture,10-15 LPA,7,Yes,637,No,1,No
2693,Business Analyst,TechSoft,20+ LPA,7,No,662,Yes,1,No
2694,Work from Home,ABC Ltd,10-15 LPA,0,Yes,35,Yes,2,No
2695,Work from Home,TechSoft,2-4 LPA,3,Yes,758,Yes,0,No
2696,Work from Home,ABC Ltd,20+ LPA,7,Yes,455,Yes,1,No
